Mig instance,Batch size,Workload Number,Throughput,Latency
3,256,5,0,0
4,1,1,60.314,0.017
4,1,2,57.179,0.017
4,1,3,56.279,0.018
4,1,4,54.005,0.019
4,1,5,52.277,0.019
4,2,1,118.582,0.017
4,2,2,112.739,0.018
4,2,3,113.005,0.018
4,2,4,109.094,0.018
4,2,5,108.113,0.018
4,4,1,231.057,0.017
4,4,2,223.401,0.018
4,4,3,216.413,0.018
4,4,4,194.323,0.021
4,4,5,156.873,0.025
4,8,1,458.053,0.017
4,8,2,435.489,0.018
4,8,3,312.951,0.026
4,8,4,245.408,0.033
4,8,5,190.871,0.042
4,16,1,861.577,0.019
4,16,2,502.742,0.032
4,16,3,347.504,0.046
4,16,4,250.159,0.064
4,16,5,205.209,0.078
4,32,1,887.14,0.036
4,32,2,493.484,0.065
4,32,3,330.961,0.097
4,32,4,0,0
4,32,5,0,0
4,64,1,985.774,0.065
4,64,2,0,0
4,64,3,0,0
4,64,4,0,0
4,64,5,0,0
4,128,1,1619.344,0.079
4,128,2,0,0
4,128,3,0,0
4,128,4,0,0
4,128,5,0,0
4,256,1,0,0
4,256,2,0,0
4,256,3,0,0
4,256,4,0,0
4,256,5,0,0
7,1,1,57.999,0.017
7,1,2,57.697,0.017
7,1,3,54.433,0.018
7,1,4,55.06,0.018
7,1,5,53.326,0.019
7,2,1,117.386,0.017
7,2,2,113.115,0.018
7,2,3,111.189,0.018
7,2,4,109.448,0.018
7,2,5,103.02,0.019
7,4,1,235.789,0.017
7,4,2,228.87,0.017
7,4,3,221.598,0.018
7,4,4,215.388,0.019
7,4,5,201.775,0.02
7,8,1,461.337,0.017
7,8,2,435.906,0.018
7,8,3,428.956,0.019
7,8,4,376.567,0.021
7,8,5,302.513,0.026
7,16,1,909.862,0.018
7,16,2,765.111,0.021
7,16,3,565.621,0.028
7,16,4,405.944,0.039
7,16,5,347.563,0.046
7,32,1,1403.806,0.023
7,32,2,866.899,0.037
7,32,3,572.038,0.056
7,32,4,418.871,0.076
7,32,5,356.526,0.09
7,64,1,1582.699,0.04
7,64,2,956.493,0.067
7,64,3,611.176,0.105
7,64,4,0,0
7,64,5,0,0
7,128,1,1701.611,0.075
7,128,2,1753.764,0.073
7,128,3,0,0
7,128,4,0,0
7,128,5,0,0
7,256,1,1712.253,0.15
7,256,2,0,0
7,256,3,0,0
7,256,4,0,0
7,256,5,0,0
