Mig instance,Batch size,Workload Number,Throughput,Latency
3,32,2,451.216,0.071
3,32,3,301.588,0.106
3,32,4,225.308,0.142
3,32,5,0,0
3,64,1,863.619,0.074
3,64,2,482.694,0.133
3,64,3,0,0
3,64,4,0,0
3,64,5,0,0
3,128,1,902.416,0.142
3,128,2,0,0
3,128,3,0,0
3,128,4,0,0
3,128,5,0,0
3,256,1,0,0
3,256,2,0,0
3,256,3,0,0
3,256,4,0,0
3,256,5,0,0
4,1,1,110.958,0.009
4,1,2,106.309,0.009
4,1,3,104.348,0.01
4,1,4,104.07,0.01
4,1,5,102.285,0.01
4,2,1,216.694,0.009
4,2,2,219.554,0.009
4,2,3,207.509,0.01
4,2,4,180.356,0.011
4,2,5,144.856,0.014
4,4,1,440.728,0.009
4,4,2,406.624,0.01
4,4,3,278.702,0.014
4,4,4,212.781,0.019
4,4,5,161.939,0.025
4,8,1,834.492,0.01
4,8,2,501.305,0.016
4,8,3,326.583,0.024
4,8,4,248.237,0.032
4,8,5,194.357,0.041
4,16,1,929.546,0.017
4,16,2,500.909,0.032
4,16,3,335.754,0.048
4,16,4,248.244,0.064
4,16,5,201.507,0.079
4,32,1,990.762,0.032
4,32,2,529.82,0.06
4,32,3,352.172,0.091
4,32,4,262.333,0.122
4,32,5,0,0
4,64,1,1026.209,0.062
4,64,2,566.546,0.113
4,64,3,0,0
4,64,4,0,0
4,64,5,0,0
4,128,1,1029.624,0.124
4,128,2,0,0
4,128,3,0,0
4,128,4,0,0
4,128,5,0,0
4,256,1,0,0
4,256,2,0,0
4,256,3,0,0
4,256,4,0,0
4,256,5,0,0
7,1,1,112.085,0.009
7,1,2,110.871,0.009
7,1,3,108.985,0.009
7,1,4,106.302,0.009
7,1,5,104.028,0.01
7,2,1,230.874,0.009
7,2,2,229.266,0.009
7,2,3,215.675,0.009
7,2,4,215.488,0.009
7,2,5,211.696,0.009
7,4,1,446.921,0.009
7,4,2,439.756,0.009
7,4,3,419.929,0.01
7,4,4,334.116,0.012
7,4,5,266.411,0.015
7,8,1,885.569,0.009
7,8,2,754.659,0.011
7,8,3,537.721,0.015
7,8,4,417.339,0.019
7,8,5,329.405,0.024
7,16,1,1468.274,0.011
7,16,2,855.345,0.019
7,16,3,590.632,0.027
7,16,4,438.187,0.037
7,16,5,357.121,0.045
7,32,1,1594.5,0.02
7,32,2,895.827,0.036
7,32,3,599.742,0.053
7,32,4,447.122,0.072
7,32,5,368.909,0.087
7,64,1,1709.674,0.037
7,64,2,925.526,0.069
7,64,3,614.835,0.104
7,64,4,456.268,0.14
7,64,5,0,0
7,128,1,1745.232,0.073
7,128,2,937.294,0.137
7,128,3,0,0
7,128,4,0,0
7,128,5,0,0
7,256,1,1774.461,0.144
7,256,2,0,0
7,256,3,0,0
7,256,4,0,0
7,256,5,0,0
