Num instance,Num GPU,Model,Placement,Instance size,Batch size,Num proc
0,0,resnet50,4,3,64,2
0,0,densenet169,2,2,16,3
0,0,densenet121,0,2,16,3
0,1,densenet201,0,2,16,2
0,1,resnet152,2,2,16,2
0,1,resnet101,4,2,32,1
0,1,bert,6,1,128,3
0,2,vgg16,0,2,32,2
0,2,vgg19,4,2,32,2
0,2,mobilenetv2,1,1,4,2
0,2,inceptionv3,6,1,64,1
