Num instance,Num GPU,Model,Placement,Instance size,Batch size,Num proc
0,0,densenet121,4,3,16,3
0,0,mobilenetv2,2,2,16,2
0,0,inceptionv3,0,2,8,5
0,1,densenet169,4,3,16,3
0,1,vgg19,2,2,32,1
0,1,bert,0,1,128,2
0,1,resnet50,6,1,16,1
0,2,densenet201,4,3,16,2
0,2,vgg16,2,2,32,1
0,2,vgg19,0,1,16,1
0,2,vgg19,6,1,16,1
0,3,resnet101,4,3,16,3
0,3,resnet50,2,2,32,1
0,3,vgg16,0,1,16,1
0,3,vgg16,6,1,16,1
0,4,resnet152,4,3,16,2
0,4,resnet50,0,1,16,1
0,4,resnet50,6,1,16,1
